No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic,
13,"13 _ حديث : قلنا لرسول الله  صلى الله عليه وآله وسلم : نمس القرآن على غير وضوء ؟ قال : نعم ، إلا أن تكون على جنابة ، قلنا يا رسول الله ، فقوله : ( كتاب مكنون لا يمسه إلا المطهرون ) قال : يعنى مكنون من الشرك ومن الشيطان . لا يمسه إلا المطهرون ، يعنى لا يمس ثوابه إلا المؤمنون  رواه الجوزقاني عن معاذ مرفوعاً ، وقال موضوع باطل لا أصل له . .",,": قلنا لرسول الله  صلى الله عليه وآله وسلم : نمس القرآن على غير وضوء ؟ قال : نعم ، إلا أن تكون على جنابة ، قلنا يا رسول الله ، فقوله : ( كتاب مكنون لا يمسه إلا المطهرون ) قال : يعنى مكنون من الشرك ومن الشيطان . لا يمسه إلا المطهرون ، يعنى لا يمس ثوابه إلا المؤمنون"," رواه الجوزقاني عن معاذ مرفوعاً ، وقال موضوع باطل لا أصل له .", موضوع باطل لا أصل له,non-authentic,كتاب الطهارة,
14,"14 _ حديث : أنه جاء أبو بكر إلى عند النبي صلى الله عليه وآله وسلم ، وكان رسول الله صلى الله عليه وآله وسلم  مع عائشة نائمين ففتح أبو بكر الباب بيده ودخل الحجرة ، وكان ساق النبي صلى الله عليه وآله وسلم  ملتفا بساق عائشة ، ففتحت عائشة عينيها ، فوجدت أباها قائما : فقالت : يا أبت ما وراءك ، وبكت فوقع دمعها على وجه رسول الله صلى الله عليه وآله وسلم , فانتبه النبي صلى الله عليه وآله وسلم ، فقال : ما بكاؤك ؟ فقام أبو بكر . وقال النبي صلى الله عليه وآله وسلم  مالي أراك هكذا ، فقال : يا رسول الله أشرقت الشمس وفات وقت الصلاة . فقام النبي صلى الله عليه وآله وسلم  من منامه , وهم أن يغتسل ويتوضأ للصلاة ، فجاء جبريل فقال لا تغتسل وتيمم وصل فإنه جائز رواه الجوزقاني عن معاذ مرفوعا وقال موضوع لا أصل له وقد صنف ابن منده جزءا في رد هذا الحديث وكيفية وضعه ",," أنه جاء أبو بكر إلى عند النبي صلى الله عليه وآله وسلم ، وكان رسول الله صلى الله عليه وآله وسلم  مع عائشة نائمين ففتح أبو بكر الباب بيده ودخل الحجرة ، وكان ساق النبي صلى الله عليه وآله وسلم  ملتفا بساق عائشة ، ففتحت عائشة عينيها ، فوجدت أباها قائما : فقالت : يا أبت ما وراءك ، وبكت فوقع دمعها على وجه رسول الله صلى الله عليه وآله وسلم , فانتبه النبي صلى الله عليه وآله وسلم ، فقال : ما بكاؤك ؟ فقام أبو بكر . وقال النبي صلى الله عليه وآله وسلم  مالي أراك هكذا ، فقال : يا رسول الله أشرقت الشمس وفات وقت الصلاة . فقام النبي صلى الله عليه وآله وسلم  من منامه , وهم أن يغتسل ويتوضأ للصلاة ، فجاء جبريل فقال لا تغتسل وتيمم وصل فإنه جائز ", رواه الجوزقاني عن معاذ مرفوعا وقال موضوع لا أصل له وقد صنف ابن منده جزءا في رد هذا الحديث وكيفية وضعه, موضوع لا أصل له,non-authentic,كتاب الطهارة,
15, 15_ حديث : من اغتسل من الجنابة حلالاً أعطاه الله مائة قصر من درة بيضاء وكتب له بكل قطرة ثواب ألف شهيد . رواه ابن الجوزي عن أنس مرفوعاً وقال : وضعه دينار .,, من اغتسل من الجنابة حلالاً أعطاه الله مائة قصر من درة بيضاء وكتب له بكل قطرة ثواب ألف شهيد, رواه ابن الجوزي عن أنس مرفوعاً وقال : وضعه دينار .,,non-authentic,كتاب الطهارة,
16, 16_ حديث : من غسل ميتاً فستر عليه وأدى الأمانة غفر الله له أربعين كبيرة ومن كسا ميتاً كساه الله من سندس الجنة وإستبرقها ومن حفر لميت قبراً كان كمن أسكن بيتاً إلى أن يبعث الله من في القبور . رواه الدارقطني عن أبي هريرة مرفوعاً وقال : تفرد به يوسف بن عطية وليس بشيء وقال ابن حبان يقلب الأخبار ويلون المتون الموضوعة بالأسانيد الصحيحة واستدركه السيوطي بأنه قد أخرجه البيهقي من غير طريقه وكذا أخرج أوله ابن ماجة  من طريق أخرى ( 9 ) .,,: من غسل ميتاً فستر عليه وأدى الأمانة غفر الله له أربعين كبيرة ومن كسا ميتاً كساه الله من سندس الجنة وإستبرقها ومن حفر لميت قبراً كان كمن أسكن بيتاً إلى أن يبعث الله من في القبور, رواه الدارقطني عن أبي هريرة مرفوعاً وقال : تفرد به يوسف بن عطية وليس بشيء وقال ابن حبان يقلب الأخبار ويلون المتون الموضوعة بالأسانيد الصحيحة واستدركه السيوطي بأنه قد أخرجه البيهقي من غير طريقه وكذا أخرج أوله ابن ماجة  من طريق أخرى ( 9 ) .,,non-authentic,كتاب الطهارة,
17,17 _ حديث : تمكث إحداكن شطر دهرها لا تصلي . قال السخاوي في المقاصد : لا أصل له بهذا اللفظ وقال النووي : باطل لا أصل له .,, تمكث إحداكن شطر دهرها لا تصلي, قال السخاوي في المقاصد : لا أصل له بهذا اللفظ وقال النووي : باطل لا أصل له ., باطل لا أصل له ,non-authentic,كتاب الطهارة,
18,18 _ حديث زكاة الأرض يبسها وفي لفظ : جفوف الأرض طهورها قال في تذكرة الموضوعات لابن طاهر الفتني : لا أصل له في المرفوع .,, زكاة الأرض يبسها وفي لفظ : جفوف الأرض طهورها,ا قال في تذكرة الموضوعات لابن طاهر الفتني : لا أصل له في المرفوع, لا أصل له,non-authentic,كتاب الطهارة,
19,19 _ حديث : لا تنجس الأرض من بول إلا بعد ( 10 ) أربعين يوماً . ,,لا تنجس الأرض من بول إلا بعد ( 10 ) أربعين يوما,قال السيوطي في الذيل : فيه داود الوضاع . ,,non-authentic,كتاب الطهارة,
20,20 _ حديث : حبذا السواك يزيد الرجل فصاحة . قال الصغاني : وضعه ظاهر . ,, حبذا السواك يزيد الرجل فصاحة, قال الصغاني : وضعه ظاهر . ,,non-authentic,كتاب الطهارة,
21,21 _ حديث :حبذا المتخللون من أمتي .قال الصغاني أيضاً : موضوع وكذا قال في حديث تخليل الأصابع في الوضوء وتخليلها بعد الطعام .,,:حبذا المتخللون من أمتي,قال الصغاني أيضاً : موضوع وكذا قال في حديث تخليل الأصابع في الوضوء وتخليلها بعد الطعام .,موضوع,non-authentic,كتاب الطهارة,
22,22 _ حديث : صلاة بسواك خير من سبعين صلاة بغير سواك . قال ابن معين : باطل وقال البيهقي له طرق وشواهد متعاضدة .,,: صلاة بسواك خير من سبعين صلاة بغير سواك, قال ابن معين : باطل وقال البيهقي له طرق وشواهد متعاضدة .,باطل,non-authentic,كتاب الطهارة,
23,23 _ حديث : خللوا أصابعكم لا تتخللها النار يوم القيامة . قال ابن طاهر : روى عن أبي هريرة بسند واه وعن عائشة بسند ضعيف .,,: خللوا أصابعكم لا تتخللها النار يوم القيامة, قال ابن طاهر : روى عن أبي هريرة بسند واه وعن عائشة بسند ضعيف .,,non-authentic,كتاب الطهارة,
24,24 _ حديث : كان النبي صلى الله عليه وآله وسلم   يستاك عرضاً ويشرب مصا . قال الفيروزابادي في المختصر : ضعيف .,, كان النبي صلى الله عليه وآله وسلم   يستاك عرضاً ويشرب مصا, قال الفيروزابادي في المختصر : ضعيف .,,non-authentic,كتاب الطهارة,
25,25 _ حديث : الوضوء على الوضوء نور على نور . قال العراقي في تخريج الإحياء :لم أقف عليه .,,: الوضوء على الوضوء نور على نور, قال العراقي في تخريج الإحياء :لم أقف عليه .,,non-authentic,كتاب الطهارة,
26,26 _ حديث : من توضأ على طهر كتب الله له عشر حسنات . ضعف الترمذي إسناده .,,من توضأ على طهر كتب الله له عشر حسنات, ضعف الترمذي إسناده .,,non-authentic,كتاب الطهارة,
27,27 _ حديث : بني الدين على النظافة . رواه في الإحياء : وقال العراقي في تخريجه لم أجده .,, بني الدين على النظافة, رواه في الإحياء : وقال العراقي في تخريجه لم أجده .,,non-authentic,كتاب الطهارة,
28,28 _ حديث : الوضوء من جر أحب إليك أم من هذه المطاهر التي يتطهر منها الناس ؟ قال : بل من هذه المطاهر التماساً لبركة أيدي المسلمين : ذكره الفيروزابادي في المختصر ( 11 ) .,, الوضوء من جر أحب إليك أم من هذه المطاهر التي يتطهر منها الناس ؟ قال : بل من هذه المطاهر التماساً لبركة أيدي المسلمين, ذكره الفيروزابادي في المختصر,,non-authentic,كتاب الطهارة,
29,29 _ حديث : مسح الرقبة أمان من الغل . قال النووي : موضوع وقد تكلم عليه ابن حجر في التلخيص بما يفيد أنه ليس بموضوع . ,, مسح الرقبة أمان من الغل,قال النووي : موضوع وقد تكلم عليه ابن حجر في التلخيص بما يفيد أنه ليس بموضوع . ,موضوع,non-authentic,كتاب الطهارة,
30,30 _ حديث من قدم لأخيه إبريقاً يتوضأ منه فكأنما قدم جواداً وأكرموا طهوركم . قال ابن تيمية : موضوع .,, من قدم لأخيه إبريقاً يتوضأ منه فكأنما قدم جواداً وأكرموا طهوركم, قال ابن تيمية : موضوع .,موضوع,non-authentic,كتاب الطهارة,
31,31 _ حديث : من سمى في الوضوء لم يزل ملكان يكتبان له حسنات حتى يحدث من ذلك الوضوء .قال ابن طاهر : فيه ابن علوان ( 12 ) المشهور بالوضع . ,, من سمى في الوضوء لم يزل ملكان يكتبان له حسنات حتى يحدث من ذلك الوضوء,قال ابن طاهر : فيه ابن علوان ( 12 ) المشهور بالوضع . ,,non-authentic,كتاب الطهارة,
32,32 _ حديث يا أبا هريرة إذا توضأت فقل : بسم الله والحمد لله فإن حفظتك تكتب لك الحسنات حتى تحدث .قال ابن طاهر في تذكرته منكر ( 13 ) . ,, يا أبا هريرة إذا توضأت فقل : بسم الله والحمد لله فإن حفظتك تكتب لك الحسنات حتى تحدث,قال ابن طاهر في تذكرته منكر ( 13 ) . ,منكر,non-authentic,كتاب الطهارة,
33,33 _ حديث : يا أنس ادن منى أعلمك مقادير الوضوء فدنوت منه فلما أن غسل يديه قال : بسم الله والحمد لله ولا حول ولا قوة إلا بالله فلما استنجى قال : اللهم حصن فرجي ويسر لي أمري فلما تمضمض واستنشق قال : اللهم لقني حجتي ولا تحرمني رائحة الجنة فلما أن غسل وجهه قال : اللهم بيض وجهي يوم تبيض الوجوه فلما أن غسل ذراعيه قال : اللهم اعطني كتابي بيميني فلما مسح يده على رأسه قال اللهم تغشنا برحمتك وجنبنا عذابك فلما غسل قدميه قال : اللهم ثبت قدمي يوم تزول الأقدام . في إسناده عباد بن صهيب قال البخاري والنسائي : متروك وفيه أيضاً أحمد بن هاشم اتهمه الدارقطني قال النووي : هذا الحديث باطل لا أصل له وتابعه ابن حجر وروى نحوه من حديث علي وفي إسناده خارجة بن مصعب تركه الجمهور وكذبه ابن معين .,,: يا أنس ادن منى أعلمك مقادير الوضوء فدنوت منه فلما أن غسل يديه قال : بسم الله والحمد لله ولا حول ولا قوة إلا بالله فلما استنجى قال : اللهم حصن فرجي ويسر لي أمري فلما تمضمض واستنشق قال : اللهم لقني حجتي ولا تحرمني رائحة الجنة فلما أن غسل وجهه قال : اللهم بيض وجهي يوم تبيض الوجوه فلما أن غسل ذراعيه قال : اللهم اعطني كتابي بيميني فلما مسح يده على رأسه قال اللهم تغشنا برحمتك وجنبنا عذابك فلما غسل قدميه قال : اللهم ثبت قدمي يوم تزول الأقدام, في إسناده عباد بن صهيب قال البخاري والنسائي : متروك وفيه أيضاً أحمد بن هاشم اتهمه الدارقطني قال النووي : هذا الحديث باطل لا أصل له وتابعه ابن حجر وروى نحوه من حديث علي وفي إسناده خارجة بن مصعب تركه الجمهور وكذبه ابن معين ., باطل لا أصل له,non-authentic,كتاب الطهارة,
34,34 _ حديث : الوضوء مد والغسل صاع وسيأتي أقوام من بعدي يستقلون ذلك أولئك خلاف أهل سنتي والآخذ بسنتي معي في حظيرة القدس . قال ابن طاهر الفتني في التذكرة : فيه مجروح ولا يخفاك أنه لا تلازم بين مجرد الجرح والوضع وإن كان في لفظه ما يخالف الكلام النبوي عند من له ممارسة ( 14 ) . ,, الوضوء مد والغسل صاع وسيأتي أقوام من بعدي يستقلون ذلك أولئك خلاف أهل سنتي والآخذ بسنتي معي في حظيرة القدس, قال ابن طاهر الفتني في التذكرة : فيه مجروح ولا يخفاك أنه لا تلازم بين مجرد الجرح والوضع وإن كان في لفظه ما يخالف الكلام النبوي عند من له ممارسة ( 14 ) . ,,non-authentic,كتاب الطهارة,
35,35 _ حديث : لا تتوضؤا في الكنيف فإن وضوء المؤمن يوزن مع حسناته .قال في التذكرة : وضعه يحيى بن عنبسة ( 15 ) .,, لا تتوضؤا في الكنيف فإن وضوء المؤمن يوزن مع حسناته,قال في التذكرة : وضعه يحيى بن عنبسة ( 15 ) .,,non-authentic,كتاب الطهارة,
36,36 _ حديث : كان النبي صلى الله عليه وآله وسلم  إذا استاك قال : اللهم اجعل سواكي رضاك عني واجعله طهوراً وتمحيصاً وتبيض وجهي كما تبيض به أسناني . قال في التذكرة : فيه متهم بالوضع ( 16 ) . ,, كان النبي صلى الله عليه وآله وسلم  إذا استاك قال : اللهم اجعل سواكي رضاك عني واجعله طهوراً وتمحيصاً وتبيض وجهي كما تبيض به أسناني, قال في التذكرة : فيه متهم بالوضع ( 16 ) . ,,non-authentic,كتاب الطهارة,
37,37 _ حديث : الوضوء من البول مرة ومن الغائط مرتين ومن الجنابة ثلاثاً . قال في التذكرة : فيه منكر ( 17 ) . ,, الوضوء من البول مرة ومن الغائط مرتين ومن الجنابة ثلاثاً, قال في التذكرة : فيه منكر ( 17 ) . ,,non-authentic,كتاب الطهارة,
38,38 _ حديث : إن شيطاناً بين السماء والأرض معه ثمانية أمثال ولد آدم من الجنود وله خليفة يقال له خنزب . قال ابن الجوزي : موضوع .,, إن شيطاناً بين السماء والأرض معه ثمانية أمثال ولد آدم من الجنود وله خليفة يقال له خنزب, قال ابن الجوزي : موضوع .,موضوع,non-authentic,كتاب الطهارة,
39,39 _ حديث : اغتسلوا يوم الجمعة ولو كأساً بدينار . فيه وهب بن وهب [ أبو ] البختري وضاع .,, اغتسلوا يوم الجمعة ولو كأساً بدينار, فيه وهب بن وهب [ أبو ] البختري وضاع .,,non-authentic,كتاب الطهارة,
40,40 _ حديث : من اغتسل يوم الجمعة بنية وحسبة من غير جنابة تنظيفاً للجمعة كتب الله له بكل شعره يبلها من رأسه ولحيته وسائر جسده في الدنيا نورا _ وساق حديثاً طويلاً . وهو موضوع _ والمتهم به عمر بن صبح .,, من اغتسل يوم الجمعة بنية وحسبة من غير جنابة تنظيفاً للجمعة كتب الله له بكل شعره يبلها من رأسه ولحيته وسائر جسده في الدنيا نورا , وساق حديثاً طويلاً وهو موضوع _ والمتهم به عمر بن صبح .,,non-authentic,كتاب الطهارة,
41,1 _ حديث : من نور بالفجر نور الله له قلبه وقبره وقبلت صلاته . رواه الدارقطني عن أنس مرفوعاً وقال : تفرد به سليمان بن عمرو أبو داود النخعي كذاب .,, من نور بالفجر نور الله له قلبه وقبره وقبلت صلاته, رواه الدارقطني عن أنس مرفوعاً وقال : تفرد به سليمان بن عمرو أبو داود النخعي كذاب .,,non-authentic,كتاب الصلاة,
42,2 _ حديث : إذا كان الفيء ذراعاً ونصفاً إلى ذراعين فصلوا الظهر . رواه ابن عدي عن أنس مرفوعاً وفي إسناده الأصرم بن حوشب وضاع .,, إذا كان الفيء ذراعاً ونصفاً إلى ذراعين فصلوا الظهر, رواه ابن عدي عن أنس مرفوعاً وفي إسناده الأصرم بن حوشب وضاع .,,non-authentic,كتاب الصلاة,
43,3 _ حديث : إن لله ملكاً يسمى شمخائيل يأخذ البراءات للمصلين من الله عن كل صلاة فإذا أصبح المؤمنون قاموا فتوضئوا لصلاة الفجر وصلوا أخذ لهم براءة أولى مكتوب فيها : عبيدي وإمائي في جواري جعلتكم في ذمتي وحفظي ثم ذكر لكل صلاة براءة وساقه مطولاً . هو حديث موضوع وفي إسناده متهمون .,, إن لله ملكاً يسمى شمخائيل يأخذ البراءات للمصلين من الله عن كل صلاة فإذا أصبح المؤمنون قاموا فتوضئوا لصلاة الفجر وصلوا أخذ لهم براءة أولى مكتوب فيها : عبيدي وإمائي في جواري جعلتكم في ذمتي وحفظي ثم ذكر لكل صلاة براءة , وساقه مطولاً هو حديث موضوع وفي إسناده متهمون .,موضوع,non-authentic,كتاب الصلاة,
44,4 _ حديث : من جمع بين صلاتين من غير عذر فقد أتى باباً من أبواب الكبائر . في إسناده حسين بن قيس كذبه أحمد وقد أخرجه الترمذي وقال حسين : ضعفه أحمد والعمل عليه . ,, من جمع بين صلاتين من غير عذر فقد أتى باباً من أبواب الكبائر, في إسناده حسين بن قيس كذبه أحمد وقد أخرجه الترمذي وقال حسين : ضعفه أحمد والعمل عليه . ,,non-authentic,كتاب الصلاة,
45,5 _ حديث : إذا رقد المرء قبل أن يصلي العتمة وقف عليه ( 18 ) ملكان يوقظانه يقولان : الصلاة ثم يوليان عنه ويقولان : رقد الخاسر . رواه الخطيب عن أبي هريرة مرفوعاً وهو موضوع . ,, إذا رقد المرء قبل أن يصلي العتمة وقف عليه ( 18 ) ملكان يوقظانه يقولان : الصلاة ثم يوليان عنه ويقولان : رقد الخاسر, رواه الخطيب عن أبي هريرة مرفوعاً وهو موضوع . ,موضوع,non-authentic,كتاب الصلاة,
46,6 _ حديث : قال رجل : يا رسول الله إني تركت الصلاة قال فاقض ما تركت : قال كيف أقضي ؟ [ قال صل مع ( 19 ) ] كل صلاة صلاة مثلها قال : قبل أو بعد ؟ قال : لا [ بل ] قبل .وهو موضوع والمتهم به سلمة بن عبدان الزاهد .,, قال رجل : يا رسول الله إني تركت الصلاة قال فاقض ما تركت : قال كيف أقضي ؟ [ قال صل مع ( 19 ) ] كل صلاة صلاة مثلها قال : قبل أو بعد ؟ قال : لا [ بل ] قبل,وهو موضوع والمتهم به سلمة بن عبدان الزاهد .,موضوع,non-authentic,كتاب الصلاة,
47,7 _ حديث : كان للنبي صلى الله عليه وآله وسلم مؤذن يطرب فقال له النبي صلى الله عليه وآله وسلم : الأذان سمح سهل فإن كان أذانك سمحاً سهلاً وإلا فلا تؤذن . رواه ابن حبان عن ابن عباس مرفوعاً وقال لا أصل له وإسحق ابن أبي يحيى الكعبي لا تحل الرواية عنه . قال السيوطي : رجع ( 20 ) بن حبان وذكره في الثقات والحديث أخرجه الدارقطني في سننه . ,,: كان للنبي صلى الله عليه وآله وسلم مؤذن يطرب فقال له النبي صلى الله عليه وآله وسلم : الأذان سمح سهل فإن كان أذانك سمحاً سهلاً وإلا فلا تؤذن, رواه ابن حبان عن ابن عباس مرفوعاً وقال لا أصل له وإسحق ابن أبي يحيى الكعبي لا تحل الرواية عنه . قال السيوطي : رجع ( 20 ) بن حبان وذكره في الثقات والحديث أخرجه الدارقطني في سننه . , لا أصل له ,non-authentic,كتاب الصلاة,
48,8 _ حديث : لا يؤذن لكم من يدغم الهاء . رواه الدارقطني عن أبي هريرة مرفوعاً وقال : المتهم به علي بن جميل الرقي كان يضع على الثقات .,, لا يؤذن لكم من يدغم الهاء, رواه الدارقطني عن أبي هريرة مرفوعاً وقال : المتهم به علي بن جميل الرقي كان يضع على الثقات .,,non-authentic,كتاب الصلاة,
