No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic
187," رقم الحديث: 180   (حديث مرفوع)    أخبرنا  أبو محمد عبد الرحمن بن إسماعيل بن محمد بن علي النيسابوري  ، قدم علينا ، قال : أخبرتنا الحرة الجليلة ستي  بنت الإمام أبي عثمان إسماعيل بن عبد الرحمن الصابوني   ، قالت : أخبرنا  أبو الحسن علي بن محمد بن محمد بن أحمد بن عثمان البغدادي الطرازي المقرئ   ، أخبرنا  أحمد بن علي بن حسنويه المقرئ   ، قال : حدثنا  محمد بن إبراهيم أبو أمية الطرطوسي   ،  وإبراهيم بن الحسين الطرطوسي  ، قالا : حدثنا  أبو نعيم   ، قال : حدثنا  محمد بن بشر   ، عن  مجالد   ، عن  أبي الوداك   ،  عن  أبي سعيد الخدري   ، قال : قال رسول الله صلى الله عليه وسلم :  "" إذا رأيتم معاوية على منبري يخطب ، فاضربوا عنقه ""  . هذا حديث لا يرجع منه إلى صحة ، وليس هذا الحديث أصلا من حديث أبي سعيد ، ولا من حديث أبي الوداك ، ومجالد هذا ضعيف ، منكر الحديث ، فسرق هذا الحديث من عمرو بن عبيد ، فحدث به ، عن أبي الوداك ، عن أبي سعيد بهذا اللفظ . قال أحمد بن سنان : سمعت عبد الرحمن بن مهدي ، يقول : حديث مجالد عند الأحداث : يحيى بن سعيد ، وأبي أسامة ليس بشيء . وقال أبو طالب : سألت أحمد بن حنبل عن مجالد ؟ فقال : ليس بشيء . يرفع حديثا كثيرا لا يرفعه الناس . وقال العباس بن محمد الدوري ، عن يحيى بن معين ، أنه قال : مجالد لا يحتج بحديثه ، وقال مرة أخرى : مجالد كذاب ، وقال محمد بن إسماعيل البخاري : مجالد كذاب .

","أخبرنا  أبو محمد عبد الرحمن بن إسماعيل بن محمد بن علي النيسابوري  ، قدم علينا ، قال : أخبرتنا الحرة الجليلة ستي  بنت الإمام أبي عثمان إسماعيل بن عبد الرحمن الصابوني   ، قالت : أخبرنا  أبو الحسن علي بن محمد بن محمد بن أحمد بن عثمان البغدادي الطرازي المقرئ   ، أخبرنا  أحمد بن علي بن حسنويه المقرئ   ، قال : حدثنا  محمد بن إبراهيم أبو أمية الطرطوسي   ،  وإبراهيم بن الحسين الطرطوسي  ، قالا : حدثنا  أبو نعيم   ، قال : حدثنا  محمد بن بشر   ، عن  مجالد   ، عن  أبي الوداك   ،  عن  أبي سعيد الخدري   ، قال : قال رسول الله صلى الله عليه وسلم"," إذا رأيتم معاوية على منبري يخطب ، فاضربوا عنقه ""","هذا حديث لا يرجع منه إلى صحة ، وليس هذا الحديث أصلا من حديث أبي سعيد ، ولا من حديث أبي الوداك ، ومجالد هذا ضعيف ، منكر الحديث ، فسرق هذا الحديث من عمرو بن عبيد ، فحدث به ، عن أبي الوداك ، عن أبي سعيد بهذا اللفظ . قال أحمد بن سنان : سمعت عبد الرحمن بن مهدي ، يقول : حديث مجالد عند الأحداث : يحيى بن سعيد ، وأبي أسامة ليس بشيء . وقال أبو طالب : سألت أحمد بن حنبل عن مجالد ؟ فقال : ليس بشيء . يرفع حديثا كثيرا لا يرفعه الناس . وقال العباس بن محمد الدوري ، عن يحيى بن معين ، أنه قال : مجالد لا يحتج بحديثه ، وقال مرة أخرى : مجالد كذاب ، وقال محمد بن إسماعيل البخاري : مجالد كذاب",غير صحيح,non-authentic,الفضائل
188," رقم الحديث: 181   (حديث مرفوع)    أخبرنا  محمد بن طاهر  ، أخبرنا  أحمد بن علي بن ثابت   ، حدثني  الحسن بن محمد الخلال   ، قال : حدثنا  يوسف بن أبي حفص الزاهد   ، قال : حدثنا  محمد بن إسحاق الفقيه   ، إملاء ، حدثني  أبو النضر الغازي   ، حدثنا  الحسن بن كثير   ، حدثنا  بكر بن أيمن القيسي   ، حدثنا  عامر بن يحيى الصريمي   ، قال : حدثنا  أبو الزبير   ،  عن  جابر   ، قال : قال رسول الله صلى الله عليه وسلم :  "" إذا رأيتم معاوية يخطب على منبري فاقبلوه ، فإنه أمين مأمون ""  . هذا حديث غريب ، لم أكتبه إلا من هذا الوجه . قال الشيخ المصنف : اعلم أن معاوية خال المؤمنين ، وكاتب الوحي المبين ، المنزل من عند رب العالمين ، على رسوله محمد الأمين ، صلوات الله عليه وعلى آله وصحبه أجمعين ، هو أبو عبد الرحمن معاوية بن أبي سفيان صخر بن حرب بن أمية بن شمس بن عبد مناف القرشي ، يجمعه ورسول الله صلى الله عليه وسلم النسب من عبد مناف ، وروى عنه جماعة من الصحابة منهم : عبد الله بن عباس ، وأبو سعيد الخدري ، وغيرهما ، تولى الإمارة عشرين سنة من قبل أمير المؤمنين عمر بن الخطاب ، وأمير المؤمنين عثمان ، وتوفي سنة ستين من الهجرة في رجب ، فنحن نقول : إن عثمان بن عفان رضي الله عنه لما قتل مظلوما انعقدت الخلافة على أمير المؤمنين علي بن أبي طالب رضي الله عنه بإجماع من المسلمين ، فسمع معاوية رضي الله عنه وأطاع ، وطلب منه أن يقتل قتلة عثمان رضي الله عنه قاصا ، فامتنع من قتلهم ، لأن مذهبه رضي الله عنه : أن لا يقتل الجماعة بالواحد ، فتأول معاوية حينئذ ، وطلب قتلة ابن عمه عثمان ، لأنه عثمان بن عفان بن أبي العاص بن أمية بن عبد شمس ، لقول الله تعالى :  ومن قتل مظلوما فقد جعلنا لوليه سلطانا سورة الإسراء آية 33  ، الآية ، فخرج يقاتل على التأويل ، وبايع له جمهور الصحابة ، ومن لا يحصى من التابعين ، إلى أن استقر الأمر على التحكيم بعد الحروب العظيمة ، فحكم له بالخلافة ، وبويع عليها يومئذ بإجماع ، وهذه قصة مشهورة .

","أخبرنا  محمد بن طاهر  ، أخبرنا  أحمد بن علي بن ثابت   ، حدثني  الحسن بن محمد الخلال   ، قال : حدثنا  يوسف بن أبي حفص الزاهد   ، قال : حدثنا  محمد بن إسحاق الفقيه   ، إملاء ، حدثني  أبو النضر الغازي   ، حدثنا  الحسن بن كثير   ، حدثنا  بكر بن أيمن القيسي   ، حدثنا  عامر بن يحيى الصريمي   ، قال : حدثنا  أبو الزبير   ،  عن  جابر   ، قال : قال رسول الله صلى الله عليه وسلم : "," إذا رأيتم معاوية يخطب على منبري فاقبلوه ، فإنه أمين مأمون ""","هذا حديث غريب ، لم أكتبه إلا من هذا الوجه . قال الشيخ المصنف : اعلم أن معاوية خال المؤمنين ، وكاتب الوحي المبين ، المنزل من عند رب العالمين ، على رسوله محمد الأمين ، صلوات الله عليه وعلى آله وصحبه أجمعين ، هو أبو عبد الرحمن معاوية بن أبي سفيان صخر بن حرب بن أمية بن شمس بن عبد مناف القرشي ، يجمعه ورسول الله صلى الله عليه وسلم النسب من عبد مناف ، وروى عنه جماعة من الصحابة منهم : عبد الله بن عباس ، وأبو سعيد الخدري ، وغيرهما ، تولى الإمارة عشرين سنة من قبل أمير المؤمنين عمر بن الخطاب ، وأمير المؤمنين عثمان ، وتوفي سنة ستين من الهجرة في رجب ، فنحن نقول : إن عثمان بن عفان رضي الله عنه لما قتل مظلوما انعقدت الخلافة على أمير المؤمنين علي بن أبي طالب رضي الله عنه بإجماع من المسلمين ، فسمع معاوية رضي الله عنه وأطاع ، وطلب منه أن يقتل قتلة عثمان رضي الله عنه قاصا ، فامتنع من قتلهم ، لأن مذهبه رضي الله عنه : أن لا يقتل الجماعة بالواحد ، فتأول معاوية حينئذ ، وطلب قتلة ابن عمه عثمان ، لأنه عثمان بن عفان بن أبي العاص بن أمية بن عبد شمس ، لقول الله تعالى :  ومن قتل مظلوما فقد جعلنا لوليه سلطانا سورة الإسراء آية 33  ، الآية ، فخرج يقاتل على التأويل ، وبايع له جمهور الصحابة ، ومن لا يحصى من التابعين ، إلى أن استقر الأمر على التحكيم بعد الحروب العظيمة ، فحكم له بالخلافة ، وبويع عليها يومئذ بإجماع ، وهذه قصة مشهورة .",غريب,unknown,الفضائل
189," رقم الحديث: 182   (حديث مقطوع)    أخبرنا  أبو الفضل المقدسي   ، قال : حدثنا  الحسن بن محمد بن عبد الله ابن الحسن الخلال  ، أخبرنا القاضي  أبو الحسين محمد بن عثمان النصيبي  ، أخبرنا  أبو الميمون عبد الرحمن بن عبد الله البجلي  ، حدثنا  أبو زرعة عبد الرحمن بن عمرو الدمشقي  ،       حدثنا  عبد الرحمن بن إبراهيم  ، حدثني  الوليد بن مسلم  ،  عن  الأوزاعي  ، قال :  "" أدركت خلافة معاوية جماعة من أصحاب النبي صلى الله عليه وسلم منهم : سعد ، وأسامة ، وجابر ، وابن عمر ، وزيد بن ثابت ، ومسلمة بن مخلد ، وأبو سعيد ، ورافع بن خديج ، وأبو أمامة ، وأنس بن مالك في رجال أكثر ممن سميت بأضعاف مضاعفة ، كانوا مصابيح الهدى ، وأوعية العلم ""  . ومن التابعين لهم بإحسان إن شاء الله تعالى ، منهم : المسور بن مخرمة ، وعبد الرحمن بن الأسود بن عبد يغوث ، وسعيد بن المسيب ، وعروة بن الزبير ، وعبد الله بن محيريز في أشباه لهم ، لم ينزعوا يدا من طاعة جامعة في أمة محمد صلى الله عليه وسلم . واعلم ، أحسن الله لنا ولك التوفيق ، أن الاعتماد في خلافته على ما فعله الحسن بن علي بن أبي طالب رضي الله عنهما ، لأنه كان أكبر أولاد علي رضي الله عنه ، وأجمع عليه أصحاب أبيه بعده ، فلما نظر في عاقبة الأمر ، وما يئول إليه خلع نفسه وسلم الأمر إلى معاوية وبايع له ، فصار ذلك إجماعا صحيحا من غير تأويل ، ولا مقال ، وكان هذا الفعل من الحسن رضي الله عنه أحد ما استدل به المسلمون على صحة نبوة محمد صلى الله عليه وسلم ، لأنه أخبر عما يكون فكان ، وذلك قوله صلى الله عليه وسلم "" إن ابني هذا سيد "" الحديث .

","أخبرنا  أبو الفضل المقدسي   ، قال : حدثنا  الحسن بن محمد بن عبد الله ابن الحسن الخلال  ، أخبرنا القاضي  أبو الحسين محمد بن عثمان النصيبي  ، أخبرنا  أبو الميمون عبد الرحمن بن عبد الله البجلي  ، حدثنا  أبو زرعة عبد الرحمن بن عمرو الدمشقي  ،       حدثنا  عبد الرحمن بن إبراهيم  ، حدثني  الوليد بن مسلم  ،  عن  الأوزاعي  ، قال","أدركت خلافة معاوية جماعة من أصحاب النبي صلى الله عليه وسلم منهم : سعد ، وأسامة ، وجابر ، وابن عمر ، وزيد بن ثابت ، ومسلمة بن مخلد ، وأبو سعيد ، ورافع بن خديج ، وأبو أمامة ، وأنس بن مالك في رجال أكثر ممن سميت بأضعاف مضاعفة ، كانوا مصابيح الهدى ، وأوعية العلم ""  . ومن التابعين لهم بإحسان إن شاء الله تعالى ، منهم : المسور بن مخرمة ، وعبد الرحمن بن الأسود بن عبد يغوث ، وسعيد بن المسيب ، وعروة بن الزبير ، وعبد الله بن محيريز في أشباه لهم ، لم ينزعوا يدا من طاعة جامعة في أمة محمد صلى الله عليه وسلم . واعلم ، أحسن الله لنا ولك التوفيق ، أن الاعتماد في خلافته على ما فعله الحسن بن علي بن أبي طالب رضي الله عنهما ، لأنه كان أكبر أولاد علي رضي الله عنه ، وأجمع عليه أصحاب أبيه بعده ، فلما نظر في عاقبة الأمر ، وما يئول إليه خلع نفسه وسلم الأمر إلى معاوية وبايع له ، فصار ذلك إجماعا صحيحا من غير تأويل ، ولا مقال ، وكان هذا الفعل من الحسن رضي الله عنه أحد ما استدل به المسلمون على صحة نبوة محمد صلى الله عليه وسلم ، لأنه أخبر عما يكون فكان ، وذلك قوله صلى الله عليه وسلم "" إن ابني هذا سيد "" الحديث",,مقطوع,unknown,الفضائل
190," رقم الحديث: 183   (حديث مرفوع)    أخبرنا بذلك  محمد بن طاهر   ، قال : أخبرنا  أبو علي الحسن بن عبد الرحمن الشافعي   ، بمكة ، أخبرنا  أبو الحسن أحمد بن إبراهيم بن خراش   ، قال : حدثنا  محمد بن إبراهيم الديلي   ، قال : حدثنا  سعيد بن عبد الرحمن المخزومي   ، قال : حدثنا  سفيان بن عيينة   ، عن  أبي موسى   ، قال : سمعت  الحسن   ، يقول :  سمعت  أبا بكرة   ، يقول : سمعت رسول الله صلى الله عليه وسلم ، يقول وهو على المنبر ، ومعه الحسن ، وهو يقبل عليه مرة ، وعلى الناس مرة ، ويقول : "" إن  ابني هذا سيد ، وعسى الله عز وجل أن يصلح به بين فئتين عظيمتين من المسلمين ""  . هذا حديث صحيح ، أخرجه البخاري في الصحيح ، في كتاب الصلح ، عن عبد الله بن محمد السندي . وفي فضل الحسن رضي الله عنه ، عن صدقة بن الفضل ، وفي كتاب الفتن ، عن علي بن المديني ثلاثتهم ، عن سفيان بن عيينة كذلك ، ورواه  المبارك بن فضالة   ، عن  الحسن   ، ووقع إلينا من حديثه عاليا .

","أخبرنا بذلك  محمد بن طاهر   ، قال : أخبرنا  أبو علي الحسن بن عبد الرحمن الشافعي   ، بمكة ، أخبرنا  أبو الحسن أحمد بن إبراهيم بن خراش   ، قال : حدثنا  محمد بن إبراهيم الديلي   ، قال : حدثنا  سعيد بن عبد الرحمن المخزومي   ، قال : حدثنا  سفيان بن عيينة   ، عن  أبي موسى   ، قال : سمعت  الحسن   ، يقول :  سمعت  أبا بكرة   ، يقول","سمعت رسول الله صلى الله عليه وسلم ، يقول وهو على المنبر ، ومعه الحسن ، وهو يقبل عليه مرة ، وعلى الناس مرة ، ويقول : "" إن  ابني هذا سيد ، وعسى الله عز وجل أن يصلح به بين فئتين عظيمتين من المسلمين","هذا حديث صحيح ، أخرجه البخاري في الصحيح ، في كتاب الصلح ، عن عبد الله بن محمد السندي . وفي فضل الحسن رضي الله عنه ، عن صدقة بن الفضل ، وفي كتاب الفتن ، عن علي بن المديني ثلاثتهم ، عن سفيان بن عيينة كذلك ، ورواه  المبارك بن فضالة   ، عن  الحسن   ، ووقع إلينا من حديثه عاليا ",صحيح,authentic,الفضائل
191," رقم الحديث: 184   (حديث مرفوع)    أخبرنا  أبو الفضل المقدسي   ، أخبرنا  أبو محمد الخطيب   ، أخبرنا  أبو القاسم بن حبابة   ، قال : حدثنا  أبو القاسم البغوي   ، قال : حدثنا  علي بن الجعد   ، أخبرنا  مبارك   ، عن  الحسن   ،  عن  أبي بكرة   ، عن النبي صلى الله عليه وسلم ، قال : "" إن  ابني هذا سيد ، عسى الله أن يصلح به بين فئتين من المسلمين ""  ، يعني الحسن رضي الله عنه . قال الشيخ : فاستدلنا هذا الحديث على صحة نبوته صلى الله عليه وسلم ؛ لأنه أخبر عن أمر يكون فكان كما أخبر ، وعلى أن الفئتين كلاهما من المسلمين ، ولم يميز إحداهما على الأخرى بفضل ، ولا نقص .

","أخبرنا  أبو الفضل المقدسي   ، أخبرنا  أبو محمد الخطيب   ، أخبرنا  أبو القاسم بن حبابة   ، قال : حدثنا  أبو القاسم البغوي   ، قال : حدثنا  علي بن الجعد   ، أخبرنا  مبارك   ، عن  الحسن   ،  عن  أبي بكرة   ، عن النبي صلى الله عليه وسلم ، قال"," إن  ابني هذا سيد ، عسى الله أن يصلح به بين فئتين من المسلمين """," يعني الحسن رضي الله عنه . قال الشيخ : فاستدلنا هذا الحديث على صحة نبوته صلى الله عليه وسلم ؛ لأنه أخبر عن أمر يكون فكان كما أخبر ، وعلى أن الفئتين كلاهما من المسلمين ، ولم يميز إحداهما على الأخرى بفضل ، ولا نقص",,unknown,الفضائل
192," رقم الحديث: 185   (حديث موقوف)  أخبرنا  أخبرنا  عبد الملك بن مكي بن بنجير  ، أخبرنا  عبدوس بن عبد الله بن عبدوس  ، قال : حدثنا  أبو عبد الله الحسين بن محمد بن الحسين بن فنجويه الثقفي  ، قال : حدثنا  أحمد بن جعفر بن حمدان القطيعي   ، قال : حدثنا  إبراهيم بن الحسين الكسائي   ، قال : حدثنا  آدم بن أبي إياس العسقلاني   ، قال : حدثنا  شعبة   ، عن  سعد بن إبراهيم   ، قال :  قال  عمر بن الخطاب   لابن مسعود ، وأبي الدرداء ، وأبي ذر ، وأحسبه : ولعقبة بن عامر الجهني :  "" ما هذا الحديث عن رسول الله صلى الله عليه وسلم ؟ "" , قال : وحبسهم بالمدينة حتى أصيب  . هذا حديث منكر ، شبيه بالباطل ، وسعد بن إبراهيم لم يسمع من عمر شيئا ، ولم يره .

","أخبرنا  أخبرنا  عبد الملك بن مكي بن بنجير  ، أخبرنا  عبدوس بن عبد الله بن عبدوس  ، قال : حدثنا  أبو عبد الله الحسين بن محمد بن الحسين بن فنجويه الثقفي  ، قال : حدثنا  أحمد بن جعفر بن حمدان القطيعي   ، قال : حدثنا  إبراهيم بن الحسين الكسائي   ، قال : حدثنا  آدم بن أبي إياس العسقلاني   ، قال : حدثنا  شعبة   ، عن  سعد بن إبراهيم   ، قال :  قال  عمر بن الخطاب   لابن مسعود ، وأبي الدرداء ، وأبي ذر ، وأحسبه : ولعقبة بن عامر الجهني","ما هذا الحديث عن رسول الله صلى الله عليه وسلم ؟ "" , قال : وحبسهم بالمدينة حتى أصيب"," هذا حديث منكر ، شبيه بالباطل ، وسعد بن إبراهيم لم يسمع من عمر شيئا ، ولم يره",منكر,non-authentic,الفضائل
193," رقم الحديث: 186   (حديث موقوف)  أخبرنا  أخبرنا  محمد بن الحسن بن محمد الصوفي  ، قال : حدثنا  أبو منصور  ،  وعبد الوهاب بن أحمد الثقفي  ، لفظا ، قال : حدثنا  أبو عمرو محمد بن عبد الله الزرجاهي   ، قال : حدثنا  أبو أحمد عبد الله بن عدي الحافظ الجرجاني   ، بها ، قال : حدثنا  أحمد بن شعيب النسائي   ، قال : حدثنا  إسحاق بن موسى الأنصاري   ، قال : حدثنا  معن بن عيسى  ، قال : حدثنا  مالك بن أنس  ، عن  عبد الله بن إدريس الأودي   ، عن  شعبة   ، عن  سعد بن إبراهيم   ، قال :  بعث  عمر بن الخطاب   إلى عبد الله بن مسعود ، وإلى أبي الدرداء ، وإلى أبي مسعود الأنصاري ، فقال :  "" ما هذا الحديث الذي تكثرون عن رسول الله صلى الله عليه وسلم ؟ "" , فحبسهم بالمدينة حتى استشهد  . رواه عن  إسحاق بن موسى  :  عبدان الأهوازي  ،  ومحمد بن عبد الرحمن الحارثي  ، فخالفا فيه أحمد بن شعيب النسائي .

","أخبرنا  أخبرنا  محمد بن الحسن بن محمد الصوفي  ، قال : حدثنا  أبو منصور  ،  وعبد الوهاب بن أحمد الثقفي  ، لفظا ، قال : حدثنا  أبو عمرو محمد بن عبد الله الزرجاهي   ، قال : حدثنا  أبو أحمد عبد الله بن عدي الحافظ الجرجاني   ، بها ، قال : حدثنا  أحمد بن شعيب النسائي   ، قال : حدثنا  إسحاق بن موسى الأنصاري   ، قال : حدثنا  معن بن عيسى  ، قال : حدثنا  مالك بن أنس  ، عن  عبد الله بن إدريس الأودي   ، عن  شعبة   ، عن  سعد بن إبراهيم   ، قال :  بعث  عمر بن الخطاب   إلى عبد الله بن مسعود ، وإلى أبي الدرداء ، وإلى أبي مسعود الأنصاري ، فقال"," ما هذا الحديث الذي تكثرون عن رسول الله صلى الله عليه وسلم ؟ "" , فحبسهم بالمدينة حتى استشهد","رواه عن  إسحاق بن موسى  :  عبدان الأهوازي  ،  ومحمد بن عبد الرحمن الحارثي  ، فخالفا فيه أحمد بن شعيب النسائي ",موقوف,unknown,الفضائل
194," رقم الحديث: 187   (حديث موقوف)  أخبرنا  أخبرنا  محمد بن الحسن  ، قال : حدثنا  عبد الوهاب بن أحمد  ، قال : حدثنا  محمد بن عبد الله  ، قال : حدثنا  عبد الله بن عدي   ، قال : حدثنا  عبدان الأهوازي   ، قال : حدثنا  أبو موسى الأنصاري  ، أخبرنا  معن بن عيسى  ، قال : حدثنا  مالك بن أنس  ، عن  عبد الله بن إدريس  ، عن  شعبة  ، عن  سعد بن إبراهيم  ، عن  أبيه  ،  أن  عمر بن الخطاب   حبس عبد الله بن مسعود ، وأبا الدرداء ، وأبا مسعود ، فقال :  "" لا تحدثوا عن رسول الله صلى الله عليه وسلم ""  .

","أخبرنا  أخبرنا  محمد بن الحسن  ، قال : حدثنا  عبد الوهاب بن أحمد  ، قال : حدثنا  محمد بن عبد الله  ، قال : حدثنا  عبد الله بن عدي   ، قال : حدثنا  عبدان الأهوازي   ، قال : حدثنا  أبو موسى الأنصاري  ، أخبرنا  معن بن عيسى  ، قال : حدثنا  مالك بن أنس  ، عن  عبد الله بن إدريس  ، عن  شعبة  ، عن  سعد بن إبراهيم  ، عن  أبيه  ،  أن  عمر بن الخطاب   حبس عبد الله بن مسعود ، وأبا الدرداء ، وأبا مسعود ، فقال"," لا تحدثوا عن رسول الله صلى الله عليه وسلم """,,موقوف,unknown,الفضائل
195," رقم الحديث: 188   (حديث موقوف)  أخبرنا  أخبرنا  محمد بن الحسن  ، قال : حدثنا  عبد الوهاب بن أحمد  ، قال : حدثنا  محمد بن عبد الله الزرجاهي  ، قال : حدثنا  أبو أحمد عبد الله بن عدي   ، قال : حدثنا  محمد بن عبد الرحمن بن منصور الحارثي  ، قال : حدثنا  أبو موسى الأنصاري إسحاق بن موسى   ، قال : حدثنا  معن بن عيسى  ، قال حدثنا  مالك  ، عن  عبد الله بن إدريس  ، عن  شعبة  ، عن  سعد بن إبراهيم  ، عن  أبيه  ،  عن  عمر بن الخطاب   :  "" حبس أربعة من أصحاب رسول الله صلى الله عليه وسلم حتى مات ""  .

","أخبرنا  أخبرنا  محمد بن الحسن  ، قال : حدثنا  عبد الوهاب بن أحمد  ، قال : حدثنا  محمد بن عبد الله الزرجاهي  ، قال : حدثنا  أبو أحمد عبد الله بن عدي   ، قال : حدثنا  محمد بن عبد الرحمن بن منصور الحارثي  ، قال : حدثنا  أبو موسى الأنصاري إسحاق بن موسى   ، قال : حدثنا  معن بن عيسى  ، قال حدثنا  مالك  ، عن  عبد الله بن إدريس  ، عن  شعبة  ، عن  سعد بن إبراهيم  ، عن  أبيه  ،  عن  عمر بن الخطاب"," حبس أربعة من أصحاب رسول الله صلى الله عليه وسلم حتى مات """,,موقوف,unknown,الفضائل
196," رقم الحديث: 189   (حديث موقوف)  أخبرنا  أخبرنا  عبد الملك بن مكي   ، أخبرنا  علي بن محمد بن عبد الحميد   ، قال : حدثنا  أبو بكر محمد بن عبد الرحمن الشيرازي  ، أخبرنا  ذكوان بن عبد الله الهندي أبو كثير   بالري ، قال : حدثنا  أبو نصر محمد بن أحمد الجعفري  ، قال : حدثنا  أبو أحمد عبد العزيز بن محمد بن المرزبان  ، قال : حدثنا  أبو الفضل محمد بن إبراهيم البكري   ، قال : حدثنا  أبو مصعب بن أبي بكر الزهري  ، قال : حدثنا  إبراهيم بن سعد بن إبراهيم بن عبد الرحمن بن عوف   ، عن  أبيه   ، عن  جده   ، قال :  قال  عمر بن الخطاب   لأبي ذر ، وابن مسعود ، ولأبي الدرداء :  "" ما هذه الأحاديث عن رسول الله صلى الله عليه وسلم "" ، قال : وأحسبه قال : وحبسهم عنده  . هذا حديث مضطرب الإسناد والمتن . سمعت 9  محمد بن الحسن  ، يقول : سمعت  أبا منصور عبد الوهاب بن أحمد الثقفي  ، يقول : سمعت  أبا عمرو محمد بن عبد الله  ، يقول : سمعت  أبا أحمد عبد الله بن عدي الحافظ  ، يقول : سعد بن إبراهيم لم يسمع هذا الحديث من أبيه .

"," أخبرنا  أخبرنا  عبد الملك بن مكي   ، أخبرنا  علي بن محمد بن عبد الحميد   ، قال : حدثنا  أبو بكر محمد بن عبد الرحمن الشيرازي  ، أخبرنا  ذكوان بن عبد الله الهندي أبو كثير   بالري ، قال : حدثنا  أبو نصر محمد بن أحمد الجعفري  ، قال : حدثنا  أبو أحمد عبد العزيز بن محمد بن المرزبان  ، قال : حدثنا  أبو الفضل محمد بن إبراهيم البكري   ، قال : حدثنا  أبو مصعب بن أبي بكر الزهري  ، قال : حدثنا  إبراهيم بن سعد بن إبراهيم بن عبد الرحمن بن عوف   ، عن  أبيه   ، عن  جده   ، قال :  قال  عمر بن الخطاب   لأبي ذر ، وابن مسعود ، ولأبي الدرداء : ","ما هذه الأحاديث عن رسول الله صلى الله عليه وسلم "" ، قال : وأحسبه قال : وحبسهم عنده","هذا حديث مضطرب الإسناد والمتن . سمعت 9  محمد بن الحسن  ، يقول : سمعت  أبا منصور عبد الوهاب بن أحمد الثقفي  ، يقول : سمعت  أبا عمرو محمد بن عبد الله  ، يقول : سمعت  أبا أحمد عبد الله بن عدي الحافظ  ، يقول : سعد بن إبراهيم لم يسمع هذا الحديث من أبيه", مضطرب الإسناد والمتن,non-authentic,الفضائل
197," رقم الحديث: 190   (حديث مرفوع)    أخبرنا  عبد الرحمن بن حمد   ، أخبرنا  أحمد بن الحسين   ، قال : حدثنا  أحمد بن محمد بن إسحاق   ، أخبرني  إبراهيم بن محمد الضحاك   ، قال : حدثنا         يونس بن عبد الأعلى   ، قال : حدثنا  ابن وهب  ، قال : أخبرني  سعيد بن أبي أيوب   ، عن  أبي هانئ حميد بن هانئ   ، عن  مسلم بن يسار   ،  عن  أبي هريرة   ، عن رسول الله صلى الله عليه وسلم ، قال :  "" سيكون في آخر الزمان ناس يحدثونكم بما لم تسمعوا أنتم وآباؤكم ، فإياكم وإياهم ""  . هذا حديث صحيح ، أخرجه مسلم في الصحيح ، عن محمد بن عبد الله بن نمير ، وزهير بن حرب ، عن عبد الله بن يزيد المقرئ ، عن سعيد بن أبي أيوب .

","أخبرنا  عبد الرحمن بن حمد   ، أخبرنا  أحمد بن الحسين   ، قال : حدثنا  أحمد بن محمد بن إسحاق   ، أخبرني  إبراهيم بن محمد الضحاك   ، قال : حدثنا         يونس بن عبد الأعلى   ، قال : حدثنا  ابن وهب  ، قال : أخبرني  سعيد بن أبي أيوب   ، عن  أبي هانئ حميد بن هانئ   ، عن  مسلم بن يسار   ،  عن  أبي هريرة   ، عن رسول الله صلى الله عليه وسلم ، قال : "," سيكون في آخر الزمان ناس يحدثونكم بما لم تسمعوا أنتم وآباؤكم ، فإياكم وإياهم ""","هذا حديث صحيح ، أخرجه مسلم في الصحيح ، عن محمد بن عبد الله بن نمير ، وزهير بن حرب ، عن عبد الله بن يزيد المقرئ ، عن سعيد بن أبي أيوب",صحيح,authentic,الفضائل
